short_name,player_positions,overall,potential,wage_eur,age,club_contract_valid_until,nationality_name,preferred_foot,weak_foot,skill_moves,release_clause_eur,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,value_eur
K. Trippier,"RB, RWB, RM",84,84,74000,30,2023,England,Right,4,3,74800000,73,63,82,77,80,72,86,54,79,81,58,74,86,82,80,82,74,73,73,81,77,75,78,87,64,70,73,80,76,80,66,77,79,81,80,11,14,8,11,10,0,36500000
Iago Aspas,"ST, RW",84,84,46000,33,2023,Spain,Left,4,3,56700000,82,85,79,86,35,63,80,89,77,80,83,87,79,83,73,86,78,86,90,84,72,79,66,69,60,81,63,39,84,81,82,85,39,21,18,12,16,9,12,13,0,27000000
De Gea,GK,84,84,120000,30,2023,Spain,Right,3,1,51800000,50,50,50,50,50,50,17,13,21,48,13,18,21,19,43,38,57,58,63,83,43,57,67,43,55,12,38,30,12,61,29,63,25,21,13,86,79,76,79,87,57,28000000
D. Alaba,"CB, LB",84,84,195000,29,2026,Austria,Left,4,3,72800000,77,70,81,80,83,76,80,60,74,85,67,77,77,85,80,84,78,77,76,88,77,82,81,75,76,78,74,85,73,78,79,85,86,83,82,5,7,14,15,9,0,35500000
Luis Alberto,"CAM, CM, CF",84,84,95000,28,2025,Spain,Right,3,4,72300000,60,76,86,84,57,59,69,77,49,92,76,85,86,79,90,91,61,59,69,74,83,78,53,75,64,76,29,59,76,92,56,78,58,58,52,6,8,6,12,11,0,42500000
D. Tadić,"LW, CF, CAM",84,84,32000,32,2024,Serbia,Left,3,4,46900000,69,81,85,85,43,76,86,83,66,87,80,85,85,79,80,87,67,70,76,83,84,79,59,88,80,77,56,41,85,88,86,86,51,34,26,11,11,14,9,16,0,33500000
W. Ben Yedder,ST,84,84,88000,30,2024,France,Right,5,4,78900000,82,84,77,87,39,70,74,88,74,82,84,87,82,76,66,87,83,81,91,86,91,84,78,75,69,74,62,44,90,80,85,85,34,33,26,6,13,9,7,7,0,41500000
L. Digne,LB,84,84,110000,27,2023,France,Left,2,3,77000000,79,69,80,80,80,76,88,60,71,81,68,78,83,83,73,84,81,77,74,83,78,83,94,86,69,76,76,82,73,75,60,81,78,83,84,6,12,9,6,13,0,40500000
J. Iličić,"CF, ST",84,84,84000,33,2022,Slovenia,Left,4,5,45900000,75,86,84,86,40,67,82,85,58,86,83,88,85,83,77,88,76,74,83,80,73,88,34,65,74,89,58,46,85,87,78,80,41,32,26,13,13,8,12,6,0,27000000
E. Martínez,GK,84,85,81000,28,2024,Argentina,Right,4,1,66200000,50,50,50,50,50,50,22,16,26,50,13,13,22,20,51,35,59,57,49,80,49,62,60,40,70,16,37,13,12,66,42,60,11,20,20,85,83,82,83,85,58,33500000
H. Maguire,CB,84,86,155000,28,2024,England,Right,3,2,81800000,50,55,69,70,85,87,51,48,87,78,47,71,48,46,84,76,47,53,50,84,41,75,85,82,90,52,84,86,61,70,44,85,87,83,78,14,16,9,14,9,0,42500000
S. Savić,CB,84,84,74000,30,2024,Montenegro,Right,3,2,70700000,64,35,57,58,87,76,35,34,84,73,27,47,34,28,72,67,60,67,59,83,45,43,86,53,83,31,86,87,29,55,37,80,90,86,83,14,13,14,13,12,0,34500000
M. Sabitzer,"CM, CDM, CAM",84,85,110000,27,2025,Austria,Right,4,3,82800000,78,84,81,80,67,78,74,81,60,84,82,79,76,78,81,82,75,81,75,86,80,88,71,85,76,88,77,66,83,83,72,80,71,70,59,11,13,14,15,13,0,48000000
L. Shaw,LB,84,86,140000,25,2023,England,Left,2,3,93400000,79,54,79,80,81,80,85,44,78,82,56,80,83,54,69,82,76,81,75,82,77,70,83,80,79,54,84,79,78,81,44,83,83,83,79,10,12,13,7,7,0,48500000
J. Grealish,"LW, LM, CAM",84,85,180000,25,2027,England,Right,3,4,97200000,80,76,83,88,46,64,81,77,36,85,72,89,78,74,82,88,81,79,85,79,84,76,36,80,61,80,60,44,81,85,58,88,48,49,43,11,6,11,10,13,0,50500000
M. Ginter,CB,84,85,45000,27,2022,Germany,Right,3,2,75400000,62,58,72,66,86,79,68,55,84,79,53,61,44,42,78,75,54,69,55,86,49,74,77,75,84,46,74,84,55,72,67,71,87,89,79,12,10,6,8,10,0,42500000
Felipe,CB,84,84,74000,32,2022,Brazil,Right,3,2,56400000,61,41,58,62,85,84,45,39,83,73,44,57,32,30,69,64,55,66,66,81,52,46,89,68,90,41,89,85,34,50,47,75,86,85,82,9,11,14,9,7,0,27500000
Y. Carrasco,"LM, ST",84,84,81000,27,2024,Belgium,Right,4,4,92300000,88,81,78,85,45,67,81,81,53,79,70,88,81,79,73,85,89,88,87,80,73,85,71,80,61,82,65,43,80,77,81,79,44,47,35,9,11,9,10,10,0,45000000
F. Kostić,"LM, LWB",84,84,52000,28,2023,Serbia,Left,2,3,72300000,88,77,82,83,68,80,91,75,59,80,70,85,79,80,75,82,89,88,76,82,79,85,67,90,77,78,80,63,79,81,64,80,69,72,68,13,14,12,12,13,0,42500000
H. Ziyech,"RW, CAM",84,84,170000,28,2025,Morocco,Left,2,5,78600000,78,76,87,83,50,65,88,73,52,86,74,83,90,78,89,85,79,77,85,84,78,83,35,79,58,77,73,52,82,89,67,79,44,56,40,11,7,11,8,14,0,42500000
R. Guerreiro,"LB, LM",84,84,79000,27,2023,Portugal,Left,2,4,68900000,75,77,85,88,76,58,84,77,43,88,79,88,85,82,82,87,84,67,88,86,90,79,53,79,50,80,52,83,79,85,44,86,79,79,78,12,6,8,11,8,0,40500000
Ricardo Pereira,"RB, RM",84,84,130000,27,2023,Portugal,Right,4,3,77000000,83,67,78,82,80,75,82,66,67,82,59,81,78,52,77,83,82,83,79,83,82,74,75,84,69,64,79,79,77,76,61,81,80,84,83,16,12,15,11,11,0,40500000
T. Werner,"ST, LW",84,87,155000,25,2025,Germany,Right,4,3,108800000,91,81,70,82,35,70,69,81,76,79,84,82,70,58,55,84,93,89,82,87,76,85,75,83,65,77,63,37,88,68,78,79,39,20,19,9,9,8,15,9,0,56500000
M. Maignan,GK,84,89,45000,25,2026,France,Right,4,1,87900000,50,50,50,50,50,50,18,15,17,55,16,32,28,16,46,40,49,51,39,82,55,64,74,39,78,20,30,25,15,60,15,65,23,16,19,83,81,85,84,86,50,49500000
M. Brozović,"CDM, CM",84,84,130000,28,2022,Croatia,Right,4,3,62900000,69,74,80,79,79,78,72,69,70,85,65,76,79,74,84,84,70,68,79,76,84,80,70,94,67,84,85,81,70,80,69,82,77,81,80,8,8,15,11,8,0,37000000
Y. Tielemans,"CM, CDM",84,87,125000,24,2023,Belgium,Right,5,4,112600000,63,79,86,80,71,72,82,74,67,89,78,79,81,78,88,85,67,59,67,83,77,87,66,81,69,86,68,74,80,87,73,86,70,73,69,6,8,10,14,12,0,57000000
J. Giménez,CB,84,88,74000,26,2025,Uruguay,Right,3,2,110500000,69,45,57,59,86,80,47,37,83,70,30,54,36,44,67,66,70,69,52,78,40,72,90,60,86,48,88,84,24,46,38,76,87,87,86,9,11,7,10,15,0,52000000
N. Fekir,"CAM, RM, ST",84,84,42000,27,2023,France,Left,4,4,94500000,83,83,82,87,38,79,79,83,49,84,77,88,83,79,78,87,88,79,82,79,91,84,64,79,81,84,79,34,82,83,74,89,34,42,30,15,9,8,14,15,0,45000000
L. Sané,"RM, LM",84,87,105000,25,2025,Germany,Left,2,4,96600000,90,81,79,85,38,68,83,81,72,81,85,87,83,82,64,84,91,89,84,79,79,87,64,68,70,78,63,34,84,82,71,80,36,32,35,8,12,9,9,14,0,56000000
N. Barella,CM,84,89,120000,24,2024,Italy,Right,3,3,112700000,78,71,79,86,75,78,69,69,53,86,75,83,75,67,79,87,80,76,91,89,90,69,78,95,69,72,79,84,83,83,73,85,74,75,79,11,5,13,14,11,0,63500000
M. Acuña,"LB, LM",84,84,45000,29,2024,Argentina,Left,3,4,77700000,76,74,82,87,79,82,87,66,58,82,68,87,88,75,78,88,77,76,83,83,90,82,63,90,80,81,84,79,81,82,76,87,80,84,82,8,14,13,13,14,0,37000000
André Silva,ST,84,85,110000,25,2026,Portugal,Right,3,4,90500000,74,84,69,83,45,77,60,87,86,79,84,84,76,33,63,85,77,71,77,86,75,83,88,79,76,78,75,59,87,74,90,84,36,40,21,14,13,7,11,8,0,51000000
F. Kessié,"CDM, CM",84,86,51000,24,2022,Côte d'Ivoire,Right,4,3,87900000,78,74,74,80,82,87,66,67,68,83,60,78,58,48,75,84,76,79,72,81,79,84,72,94,86,78,84,84,74,76,89,84,85,84,78,9,11,12,12,10,0,49500000
T. Hernández,LB,84,90,51000,23,2024,France,Left,3,3,118800000,93,71,76,81,77,82,84,68,74,78,66,83,69,64,68,79,92,94,78,84,75,80,68,90,79,72,82,78,80,74,50,80,74,79,80,12,10,7,7,7,0,62500000
K. Havertz,"CAM, CF, CM",84,92,130000,22,2025,Germany,Left,4,4,193700000,82,78,79,84,45,66,72,81,78,84,80,86,84,53,78,85,77,86,78,83,75,74,75,77,69,77,42,38,82,81,73,84,39,46,38,6,8,11,10,12,0,94500000
P. Foden,"CAM, LW, CM",84,92,125000,21,2024,England,Left,3,4,193700000,84,78,80,87,56,57,75,79,47,84,59,86,73,59,78,88,86,82,90,83,91,82,49,79,44,77,64,59,82,84,64,82,58,59,47,8,15,6,10,13,0,94500000
Fernandinho,"CDM, CB",83,83,100000,36,2022,Brazil,Right,4,3,13000000,59,72,75,78,84,75,68,66,71,83,70,76,68,71,81,81,67,52,69,86,77,83,84,66,75,76,86,85,70,66,61,81,87,85,80,12,11,5,13,7,0,7000000
C. Vela,"RW, LW, CAM",83,83,17000,32,2022,Mexico,Left,2,4,43500000,80,82,78,84,31,67,78,85,67,81,82,84,84,71,66,85,81,80,80,83,83,76,66,69,70,84,57,37,84,81,72,83,31,22,14,8,14,8,13,10,0,29000000
A. Witsel,"CDM, CM",83,83,72000,32,2022,Belgium,Right,4,4,40800000,61,72,81,79,82,79,69,71,84,90,77,78,71,68,83,81,60,61,71,85,70,75,78,76,82,71,75,83,73,79,76,90,82,80,80,5,7,7,10,7,0,24000000
Sergio Asenjo,GK,83,83,37000,32,2022,Spain,Right,3,1,37800000,50,50,50,50,50,50,24,14,13,39,15,15,23,22,39,14,59,54,62,80,58,59,73,41,73,13,20,22,12,46,15,64,24,15,14,85,83,78,81,83,57,18000000
S. Kjær,CB,83,83,54000,32,2022,Denmark,Right,3,2,40000000,67,55,64,59,85,78,50,55,81,76,37,50,52,69,72,70,63,71,57,79,53,78,81,65,82,41,82,85,31,55,61,69,87,85,81,6,10,13,10,15,0,23500000
E. Džeko,ST,83,83,105000,35,2023,Bosnia and Herzegovina,Right,5,3,26400000,66,83,72,78,45,76,63,85,83,77,77,78,65,54,78,86,64,67,62,80,55,86,64,74,86,78,58,50,90,74,67,86,54,28,16,9,11,13,15,15,0,15500000
J. Boateng,CB,83,83,81000,32,2023,Germany,Right,4,2,44700000,72,50,73,67,84,79,69,34,83,77,52,64,53,31,83,71,63,80,55,85,52,78,74,60,87,58,83,83,47,78,46,84,84,84,84,7,12,15,6,5,0,23500000
T. Alderweireld,CB,83,83,9000,32,2023,Belgium,Right,3,2,0,58,55,70,67,86,77,64,45,81,77,38,62,63,59,81,75,55,60,54,85,62,78,81,76,77,58,79,85,52,62,58,86,87,87,84,16,6,14,16,14,0,1000000
Azpilicueta,"CB, RWB",83,83,125000,31,2022,Spain,Right,3,2,46300000,66,55,76,72,84,76,80,46,77,79,51,68,68,58,80,77,69,63,67,86,73,68,83,77,70,60,87,84,62,72,66,78,85,85,84,13,9,10,6,5,0,25000000
Paulinho,"CM, CAM, CDM",83,83,61000,32,2024,Brazil,Right,4,4,48500000,72,81,77,81,80,85,67,83,85,82,75,82,66,75,76,83,73,71,72,82,85,83,92,91,82,80,81,80,83,82,71,81,80,79,75,16,16,11,6,8,0,28500000
Muniain,"CAM, RM, LM",83,83,44000,28,2024,Spain,Right,3,4,76700000,81,76,82,87,51,61,81,79,43,85,68,87,84,78,74,87,84,78,91,80,94,72,72,77,49,77,66,45,81,84,61,82,58,55,38,10,5,5,13,12,0,36500000
Canales,"CM, CDM, LM",83,83,38000,30,2023,Spain,Left,3,4,72500000,83,80,85,82,67,71,81,79,50,84,67,82,85,84,87,83,85,82,83,83,79,78,38,80,71,84,68,77,85,89,80,80,64,71,58,15,12,16,13,12,0,34500000
L. Hrádecký,GK,83,83,55000,31,2023,Finland,Right,3,1,32300000,50,50,50,50,50,50,11,11,11,30,9,10,11,15,33,20,38,44,43,82,39,52,69,34,55,14,31,18,9,53,20,48,10,10,13,85,78,69,83,87,40,19000000
Alex Sandro,"LB, LM",83,83,95000,30,2023,Brazil,Left,3,3,52000000,81,65,77,79,78,79,84,55,76,81,68,79,78,59,71,80,78,83,78,80,77,78,79,83,77,72,80,76,70,70,60,80,76,80,80,7,7,9,12,5,0,31500000
B. Leno,GK,83,84,87000,29,2023,Germany,Right,3,1,55300000,50,50,50,50,50,50,9,9,13,50,10,16,9,8,48,35,55,56,52,78,44,57,73,43,70,14,28,25,7,56,23,62,27,15,18,85,80,76,83,85,55,28000000
K. Manolas,CB,83,83,80000,30,2024,Greece,Right,2,2,51000000,81,25,44,62,85,81,27,25,80,65,16,54,30,10,61,66,77,84,70,81,60,40,91,69,83,12,86,86,25,22,26,83,85,85,87,8,6,8,15,12,0,30000000
H. Mkhitaryan,"CF, RM, RW",83,83,82000,32,2022,Armenia,Right,5,4,50200000,85,80,79,83,56,74,77,80,68,83,79,84,81,66,71,83,86,85,84,82,83,84,66,88,69,77,69,60,84,84,72,82,51,53,55,5,11,14,5,7,0,29500000
J. Cuadrado,"RB, RM",83,83,95000,33,2022,Colombia,Right,3,5,31400000,90,75,77,87,76,72,84,70,67,81,70,90,80,69,69,85,91,89,94,82,81,84,80,78,66,80,78,73,75,72,65,74,75,80,83,5,5,13,6,9,0,19000000
J. Matip,CB,83,83,130000,29,2024,Cameroon,Right,2,2,56400000,58,46,68,68,85,78,54,36,84,77,50,69,63,22,74,72,50,65,51,84,42,66,75,69,81,48,84,86,48,72,42,80,86,86,81,11,15,10,7,10,0,30500000
S. Coates,CB,83,83,21000,30,2023,Uruguay,Right,3,2,60000000,68,49,55,63,84,87,17,55,82,74,48,65,39,19,72,70,65,70,37,77,31,50,57,80,94,30,84,82,49,60,72,79,85,86,85,16,13,15,16,13,0,30000000
F. Acerbi,CB,83,83,75000,33,2023,Italy,Left,3,3,29800000,63,50,62,64,86,83,25,37,82,75,39,65,62,56,79,72,64,62,32,85,35,75,70,87,85,60,77,86,20,65,72,85,87,87,85,11,9,9,13,11,0,17500000
Allan,"CDM, CM",83,83,100000,30,2023,Brazil,Right,3,4,58000000,72,71,77,82,80,79,72,73,56,83,56,81,68,49,80,82,77,68,78,84,86,73,64,92,70,69,89,78,77,77,53,85,82,87,82,13,13,5,5,8,0,30500000
K. Volland,"ST, CF",83,83,83000,28,2024,Germany,Left,4,3,70300000,73,85,79,80,42,86,78,86,76,81,85,80,79,80,74,80,76,70,75,85,83,87,77,90,87,84,80,45,86,82,72,86,22,50,33,8,7,9,7,12,0,37000000
Morata,ST,83,83,84000,28,2022,Spain,Right,4,3,0,82,80,72,81,31,77,72,84,86,78,80,83,78,44,60,83,79,85,72,80,63,80,84,77,80,72,69,24,87,77,75,79,37,14,20,4,5,4,4,5,0,37000000
M. Icardi,ST,83,83,120000,28,2024,Argentina,Right,4,3,68500000,69,83,65,77,36,69,47,87,85,76,85,76,76,52,54,80,70,68,68,84,75,85,91,67,73,71,58,22,91,72,82,83,45,24,20,13,9,5,7,9,0,37000000
L. Spinazzola,"LWB, LB, LM",83,83,72000,28,2024,Italy,Right,4,4,56100000,92,64,73,80,78,71,84,60,69,78,59,83,66,41,64,80,94,91,80,82,69,68,69,81,66,68,71,80,77,72,59,69,82,77,75,11,13,12,15,14,0,33000000
J. Stones,CB,83,86,140000,27,2026,England,Right,4,3,78900000,70,51,71,74,84,78,62,52,84,83,44,72,52,37,75,83,67,73,61,82,59,55,83,77,78,44,80,83,52,67,52,80,84,85,82,7,15,11,10,8,0,41000000
N. Pope,GK,83,83,45000,29,2023,England,Right,3,1,47500000,50,50,50,50,50,50,11,14,11,32,14,15,13,12,35,24,50,47,36,78,42,56,72,37,75,15,36,21,13,45,22,63,14,15,14,81,83,75,83,84,49,25000000
R. Jiménez,ST,83,83,120000,30,2024,Mexico,Right,4,3,67500000,72,82,76,81,47,82,73,84,85,81,82,84,75,51,75,82,63,80,75,82,65,84,74,82,84,74,81,53,84,78,92,81,45,38,30,7,11,13,14,10,0,35500000
J. Pickford,GK,83,85,83000,27,2024,England,Left,4,1,65200000,50,50,50,50,50,50,17,19,15,55,20,14,18,16,56,40,53,44,55,80,55,65,77,45,70,13,45,24,18,69,45,65,21,20,12,83,78,87,80,86,49,33000000
A. Rüdiger,CB,83,84,130000,28,2022,Germany,Right,3,2,66400000,75,43,68,64,84,84,68,32,81,76,34,60,35,56,73,69,64,84,56,82,50,72,84,69,88,44,92,81,39,59,40,72,85,86,82,14,15,10,12,8,0,34500000
L. Ocampos,"LW, RW",83,83,46000,26,2024,Argentina,Right,3,4,83000000,81,84,78,83,63,84,79,86,77,80,81,85,80,65,72,84,80,82,79,85,61,84,80,91,81,80,82,72,84,79,79,82,58,61,55,11,8,15,12,7,0,39500000
M. Kovačić,"CM, CDM",83,84,135000,27,2024,Croatia,Right,4,4,79900000,70,69,83,88,69,70,73,61,42,90,76,89,79,70,82,89,77,65,87,81,84,79,75,79,63,75,77,74,72,84,59,81,70,73,66,9,5,6,7,7,0,41500000
T. Partey,"CM, CDM",83,83,115000,28,2024,Ghana,Right,3,3,69400000,69,71,82,81,80,84,74,66,68,87,56,84,69,70,85,83,63,74,75,82,50,86,83,83,84,78,84,81,70,85,49,86,80,84,80,11,13,9,9,7,0,36500000
Gayà,"LB, LWB, LM",83,86,48000,26,2023,Spain,Left,3,4,94600000,83,61,77,80,79,73,80,61,58,81,58,79,80,49,75,82,81,85,82,84,78,62,53,87,66,59,76,80,76,75,52,76,79,82,84,13,10,9,12,9,0,43500000
T. Lemar,"LM, CM, RM",83,86,71000,25,2023,France,Left,3,4,102000000,82,76,82,86,59,63,83,75,54,83,76,88,85,81,76,86,84,80,88,81,82,79,69,76,55,77,63,66,80,83,68,79,55,59,63,11,15,13,7,14,0,48000000
P. Højbjerg,"CDM, CM",83,86,105000,25,2025,Denmark,Right,4,3,85900000,60,71,76,76,81,82,66,65,65,83,60,76,70,74,80,80,58,61,65,82,64,84,65,88,78,79,87,82,65,73,51,82,84,84,72,9,7,12,11,11,0,43500000
Á. Correa,"ST, RM",83,86,80000,26,2024,Argentina,Right,4,4,102000000,85,83,78,87,49,74,75,85,69,82,80,88,82,65,66,87,86,85,90,84,87,83,49,82,71,86,79,48,84,84,55,76,42,53,44,13,10,9,8,16,0,48000000
D. Zapata,ST,83,83,77000,30,2023,Colombia,Right,4,3,60400000,80,81,61,78,35,84,44,88,83,74,79,79,55,62,47,82,78,81,67,82,58,86,80,75,93,64,72,20,86,66,70,82,44,24,22,9,9,8,6,8,0,35500000
A. Kramarić,"ST, CAM",83,83,59000,30,2022,Croatia,Right,4,4,60400000,71,86,76,86,30,71,76,87,69,81,85,87,79,78,63,86,76,67,84,84,86,84,72,76,68,85,73,21,86,74,91,83,35,20,26,8,14,14,7,15,0,35500000
Angeliño,"LWB, LM",83,86,77000,24,2025,Spain,Left,3,4,81700000,78,71,82,84,76,70,88,70,65,81,63,84,83,76,81,84,85,73,83,82,85,80,73,85,60,69,77,80,79,79,55,81,77,74,80,13,6,13,13,13,0,46000000
L. Hernández,"LB, CB",83,86,85000,25,2024,France,Left,3,2,76800000,77,54,68,71,84,79,78,53,82,74,46,65,59,39,63,76,77,77,70,85,68,62,86,76,77,51,88,83,62,63,42,76,85,85,86,10,7,8,14,10,0,44500000
Marco Asensio,"RW, LW",83,86,190000,25,2023,Spain,Left,3,4,102000000,82,80,81,83,43,62,81,77,57,81,79,84,84,76,80,86,83,81,80,78,75,86,58,76,63,83,45,45,80,81,62,82,40,42,39,13,9,6,12,10,0,48000000
W. Weghorst,ST,83,83,95000,28,2023,Netherlands,Right,3,2,62900000,63,83,59,70,52,86,42,87,92,76,83,65,40,37,43,79,59,66,62,85,44,86,79,83,89,74,85,34,88,67,71,83,44,67,30,11,9,14,16,12,0,37000000
R. Gosens,"LWB, LB, LM",83,83,65000,26,2023,Germany,Left,3,3,61200000,82,75,74,79,77,81,82,79,82,80,71,80,69,58,77,82,79,84,71,86,66,76,88,89,76,68,80,77,86,60,50,77,75,78,79,7,16,15,16,10,0,36000000
Merino,CM,83,87,47000,25,2025,Spain,Left,3,3,108800000,74,78,81,82,82,81,77,79,81,84,58,83,80,69,82,84,73,75,76,84,72,84,81,84,79,78,81,84,78,83,58,80,80,84,76,9,12,9,13,14,0,50000000
P. Kimpembe,CB,83,87,90000,25,2024,France,Left,3,2,87600000,81,42,68,70,83,86,59,31,80,80,33,63,50,32,75,78,80,81,69,80,60,70,79,81,87,37,90,84,47,64,57,80,81,86,84,7,8,14,15,9,0,45500000
F. Mendy,LB,83,86,170000,26,2025,France,Left,5,4,92400000,92,64,76,79,78,84,78,63,72,80,50,80,72,35,78,78,91,92,81,82,78,69,79,89,83,64,82,79,80,75,49,78,77,81,80,7,16,9,10,9,0,43500000
A. Wan-Bissaka,RB,83,87,115000,23,2024,England,Right,2,4,93400000,85,52,69,79,81,75,73,46,51,76,43,80,74,45,58,76,82,88,84,83,72,70,67,81,72,46,78,84,70,66,44,76,78,87,92,9,8,6,8,8,0,48500000
Ronaldo Cabrais,"CAM, RM",83,83,49000,29,2024,Brazil,Right,4,4,67500000,88,77,83,84,35,72,83,74,64,83,76,85,86,78,82,83,90,87,86,84,71,82,69,88,68,78,62,40,82,83,77,81,24,35,33,12,12,13,15,13,0,35500000
Arthur,CM,83,85,90000,24,2024,Brazil,Right,3,4,81100000,69,67,83,88,72,70,79,59,51,88,69,87,83,60,85,90,71,67,85,84,90,76,69,79,66,74,70,76,74,80,69,88,74,73,71,6,13,13,11,12,0,47000000
Gabriel Jesus,ST,83,87,150000,24,2023,Brazil,Right,3,4,101100000,84,81,72,86,39,73,66,84,77,77,77,86,76,54,66,86,87,82,91,86,87,82,79,79,69,76,73,32,87,77,75,79,45,30,28,13,8,6,6,15,0,52500000
O. Dembélé,RW,83,88,165000,24,2022,France,Left,5,5,116900000,93,77,77,86,36,56,81,75,43,78,76,89,82,64,76,84,94,93,89,78,80,83,58,68,51,76,54,36,77,76,75,80,42,30,33,6,6,14,10,13,0,55000000
M. Mount,"CAM, CM, RW",83,89,120000,22,2024,England,Right,4,3,119900000,74,79,84,83,55,65,82,79,59,86,75,82,81,83,83,85,77,71,80,84,76,81,54,86,54,82,68,59,81,83,60,84,54,57,41,11,12,13,8,12,0,58500000
É. Mendy,GK,83,85,105000,29,2025,Senegal,Right,2,1,57800000,50,50,50,50,50,50,10,5,10,39,9,13,13,14,46,31,36,33,48,80,27,59,39,35,72,9,22,13,6,44,13,57,10,11,13,83,82,78,81,84,35,30000000
F. Chiesa,"RW, LW, RM",83,91,74000,23,2022,Italy,Right,4,4,0,91,81,74,85,48,73,73,79,50,78,80,89,78,52,72,82,91,91,87,83,81,86,53,85,71,84,69,30,81,75,62,78,65,44,44,6,7,8,9,7,0,80500000
F. Valverde,CM,83,89,160000,22,2027,Uruguay,Right,4,3,130500000,86,74,78,79,77,80,66,69,59,85,70,79,70,66,84,82,82,90,76,84,68,80,62,86,79,81,81,81,76,80,59,82,79,80,76,6,10,6,15,8,0,58000000
J. Koundé,CB,83,89,33000,22,2024,France,Right,3,2,121900000,81,45,64,72,84,78,45,47,79,80,32,69,42,26,75,74,81,81,71,85,74,48,88,76,79,40,75,86,47,62,43,82,85,85,83,11,10,8,14,13,0,53000000
João Félix,"CF, ST",83,91,61000,21,2026,Portugal,Right,4,5,184500000,82,79,76,86,40,68,73,79,69,80,81,86,82,64,67,87,81,83,86,83,79,80,73,75,64,80,68,38,84,82,68,84,30,42,35,13,12,14,13,14,0,82000000
Pepe,CB,82,82,14000,38,2023,Portugal,Right,3,2,11000000,80,51,60,61,82,87,46,46,81,73,23,58,44,47,75,60,79,81,62,81,48,63,89,82,86,56,94,78,40,48,57,80,86,82,81,8,15,5,9,10,0,5500000
Raúl Albiol,CB,82,82,30000,35,2022,Spain,Right,3,2,16800000,40,41,62,63,86,73,38,27,77,74,31,59,53,45,72,71,48,34,49,82,53,65,76,51,80,53,81,86,30,64,37,75,89,87,85,8,6,5,9,8,0,8000000
Ł. Fabiański,GK,82,82,43000,36,2022,Poland,Right,2,1,6500000,50,50,50,50,50,50,14,13,11,20,17,14,18,12,32,22,50,47,53,75,44,53,69,25,65,20,43,16,15,52,22,63,14,12,13,82,82,71,83,82,49,3400000
S. Sirigu,GK,82,82,20000,34,2022,Italy,Right,2,1,9000000,50,50,50,50,50,50,13,10,11,23,12,15,11,11,28,18,46,46,52,78,55,57,68,34,66,14,34,20,10,55,19,62,14,11,13,82,77,76,84,80,46,5000000
I. Rakitić,CM,82,82,39000,33,2024,Croatia,Right,4,3,38900000,57,79,85,78,75,69,84,77,59,85,81,79,88,82,86,82,59,56,69,80,59,84,33,74,71,76,67,79,79,84,82,80,76,77,72,14,11,12,5,9,0,18500000
G. Bale,"RM, RW",82,82,170000,31,2022,Wales,Left,3,4,51300000,82,84,82,80,55,70,86,82,84,80,85,80,91,87,79,83,80,83,78,78,64,90,84,61,76,87,64,53,82,79,76,85,50,53,50,15,15,11,5,6,0,25000000
Rui Patrício,GK,82,82,51000,33,2024,Portugal,Left,2,1,17000000,50,50,50,50,50,50,12,12,11,34,16,20,10,16,32,25,53,57,61,76,54,58,79,45,77,11,37,23,13,64,32,66,14,13,11,82,80,77,80,83,55,10000000
É. Banega,"CDM, CM",82,82,46000,33,2023,Argentina,Right,4,4,25500000,62,75,84,82,76,71,80,71,55,84,65,83,83,81,87,84,63,61,76,82,80,77,49,74,67,81,83,79,75,85,79,80,79,77,74,13,8,7,7,10,0,15000000
M. Pjanić,CM,82,82,155000,31,2022,Bosnia and Herzegovina,Right,4,3,0,65,68,83,81,75,67,80,56,60,84,72,81,86,92,82,83,67,64,74,83,80,78,59,79,60,80,70,78,68,84,79,84,78,77,71,7,7,13,7,8,0,25000000
Yuri Berchiche,LB,82,82,35000,31,2022,Spain,Left,3,3,46200000,83,68,76,76,79,82,83,61,74,80,63,72,80,55,72,79,81,84,80,80,78,82,86,85,79,76,85,82,62,71,59,78,80,80,76,12,13,9,8,11,0,22000000
L. Stindl,"CAM, ST",82,82,41000,32,2023,Germany,Right,4,4,40800000,61,84,81,81,60,73,74,84,65,85,85,82,77,75,79,84,63,59,70,84,79,85,72,75,72,83,74,60,85,84,83,83,59,62,55,7,10,13,11,12,0,24000000
Oscar,"CAM, CM, LW",82,82,38000,29,2024,Brazil,Right,3,4,46500000,78,79,82,82,59,67,81,78,59,85,72,81,77,78,84,83,82,74,87,78,86,80,76,84,60,82,60,52,81,78,70,79,66,59,55,12,10,15,12,12,0,30000000
